Stock/Index,Open,High,Low,Close,Adj Close,Volume,Date
State Bank of India,646.4500122,649.5,639.5499878,641.9500122,631.3609619,654616,29-12-2023
Axis Bank,930.0499878,945,930.0499878,941.4500122,940.7240601,112650,02-01-2023
Axis Bank,942.0999756,965.8499756,942.0999756,962.6500244,961.9077148,214013,03-01-2023
Axis Bank,964,970.4500122,955.0499878,957.4000244,956.6617432,306491,04-01-2023
Axis Bank,963,963,938.5,949.5,948.7678223,83261,05-01-2023
Axis Bank,948,950.0999756,934.1500244,939.9500122,939.2252197,78659,06-01-2023
Axis Bank,945,960,941.0999756,958.9000244,958.1605835,182317,09-01-2023
Axis Bank,964.1500244,964.1500244,943,951.9000244,951.1660156,142414,10-01-2023
Axis Bank,950.25,955.75,942.9000244,950,949.2674561,63275,11-01-2023
Axis Bank,949.9000244,950.3499756,923.8499756,935.3499756,934.6287231,143824,12-01-2023
Axis Bank,937.9500122,937.9500122,922.5,934.2000122,933.4796753,76031,13-01-2023
Axis Bank,942,942,911.7999878,913.0999756,912.395874,147152,16-01-2023
Axis Bank,921.5999756,921.5999756,906.9500122,917.7000122,916.9923706,159527,17-01-2023
Axis Bank,920,925.25,913.0999756,924.0999756,923.3873901,75589,18-01-2023
Axis Bank,924.0999756,937.9500122,920.7999878,928.4500122,927.7340698,168914,19-01-2023
Axis Bank,933.9500122,934.5999756,924.75,930.7000122,929.9823608,71279,20-01-2023
Axis Bank,936,939.5999756,924.4000244,933.3499756,932.630249,147879,23-01-2023
Axis Bank,934.25,934.2999878,903.75,910.0499878,909.3482666,370463,24-01-2023
Axis Bank,906,910.0499878,884.4000244,891.7000122,891.0123901,147679,25-01-2023
Axis Bank,893.25,893.25,851.0999756,873.25,872.5766602,253435,27-01-2023
Axis Bank,869.9500122,885,846.3499756,871.7000122,871.027832,216998,30-01-2023
Axis Bank,872.2999878,879.2999878,861.2999878,871.6500244,870.9779053,119201,31-01-2023
Axis Bank,876,895,833.4000244,857.1500244,856.4890747,277314,01-02-2023
Axis Bank,853.9000244,871.8499756,837.9000244,868.4500122,867.7803345,94167,02-02-2023
Axis Bank,872.0499878,885,859.3499756,882.75,882.0693359,186877,03-02-2023
Axis Bank,879.5499878,898.8499756,871.3499756,882.5499878,881.8694458,233304,06-02-2023
Axis Bank,885.5499878,888.0499878,871.75,878.9500122,878.2722778,96505,07-02-2023
Axis Bank,881.2000122,886,868.4500122,872.0999756,871.4274902,82028,08-02-2023
Axis Bank,872.0999756,876.0499878,862.7000122,867.8499756,867.1807861,84872,09-02-2023
Axis Bank,870.1500244,872.2999878,864.2000122,867.1500244,866.4813843,108137,10-02-2023
Axis Bank,865.8499756,870.5999756,856.6500244,858.8499756,858.1876831,65404,13-02-2023
Axis Bank,860.0499878,871.75,854.8499756,870.0499878,869.3790894,110780,14-02-2023
Axis Bank,872.9500122,872.9500122,861.7999878,867.7999878,867.1307983,103619,15-02-2023
Axis Bank,873,874.0999756,861.0499878,865.1500244,864.4829102,100468,16-02-2023
Axis Bank,859.2999878,868,850,854.5999756,853.940979,248236,17-02-2023
Axis Bank,856.2999878,860,843.0499878,846.5499878,845.8972168,58270,20-02-2023
Axis Bank,850.3499756,850.3499756,837.5,844.0499878,843.3991089,66794,21-02-2023
Axis Bank,841,843.0499878,830,833.1500244,832.5075684,87244,22-02-2023
Axis Bank,833.1500244,848.4000244,830.0499878,845.1500244,844.4983521,93005,23-02-2023
Axis Bank,853.7999878,854.6500244,844.7000122,851.0499878,850.3937378,140482,24-02-2023
Axis Bank,846.5999756,858.1500244,846,854.4000244,853.7412109,78935,27-02-2023
Axis Bank,857,857.5999756,841,843.7999878,843.149353,107348,28-02-2023
Axis Bank,846,868.9000244,845.25,865.25,864.5828247,189513,01-03-2023
Axis Bank,872,872,844,845.4000244,844.7481079,208944,02-03-2023
Axis Bank,850,858.5499878,846,853.0499878,852.3922119,130028,03-03-2023
Axis Bank,856.5,863.7999878,855.8499756,859.4500122,858.7872925,138916,06-03-2023
Axis Bank,858,862.5,853.0999756,860.4500122,859.786499,66848,08-03-2023
Axis Bank,863.7999878,874.2000122,861.9000244,868.2000122,867.5305176,127899,09-03-2023
Axis Bank,858,860,845.5999756,851.75,851.0932007,132893,10-03-2023
Axis Bank,848.9500122,856.9500122,828.4000244,832.25,831.6082764,140440,13-03-2023
Axis Bank,825.2999878,835.6500244,818,832.7999878,832.1578369,121797,14-03-2023
Axis Bank,840,843.2999878,819.9000244,823.7000122,823.0648804,125307,15-03-2023
Axis Bank,818,837.5499878,814.25,830.8499756,830.2092896,178256,16-03-2023
Axis Bank,839.6500244,841.2999878,823,837.5499878,836.9041748,123446,17-03-2023
Axis Bank,833.0499878,840.9000244,825.5,837.2000122,836.5544434,146935,20-03-2023
Axis Bank,841.75,857.0499878,838.7000122,855.1500244,854.4906006,157088,21-03-2023
Axis Bank,854.5499878,859.9000244,847.2000122,849.5,848.8449707,120153,22-03-2023
Axis Bank,848,861.25,845,848.75,848.09552,122685,23-03-2023
Axis Bank,844,852.4000244,837.7999878,840.5,839.8518677,86488,24-03-2023
Axis Bank,844.9500122,844.9500122,828.75,832.9500122,832.3077393,116470,27-03-2023
Axis Bank,836.5,836.5,826.5999756,833.3499756,832.7073975,90075,28-03-2023
Axis Bank,830.2000122,848.5,830.1500244,843,842.3499756,114248,29-03-2023
Axis Bank,858,861,848.7000122,858.4500122,857.7880859,157310,31-03-2023
Axis Bank,863.0499878,866.5,856.5499878,864.4500122,863.7834473,97963,03-04-2023
Axis Bank,868.2999878,870,857.2000122,860.75,860.0862427,83730,05-04-2023
Axis Bank,861.6500244,863.2999878,849.25,851.7999878,851.1431885,195136,06-04-2023
Axis Bank,858.9500122,858.9500122,844.0499878,847.0499878,846.3968506,63151,10-04-2023
Axis Bank,847,855.3499756,844.25,853.25,852.592041,171143,11-04-2023
Axis Bank,855.9500122,856.4500122,847,850.8499756,850.1939087,93843,12-04-2023
Axis Bank,860.8499756,867.5499878,845.1500244,864.5999756,863.9332886,137660,13-04-2023
Axis Bank,880,880.0999756,850,864.4000244,863.7334595,247299,17-04-2023
Axis Bank,861.25,871.6500244,857.2999878,864.0999756,863.4336548,182479,18-04-2023
Axis Bank,866.8499756,874.4000244,862.5499878,873.1500244,872.4767456,168600,19-04-2023
Axis Bank,872.5499878,875.0999756,864.4000244,868.7999878,868.1300659,101142,20-04-2023
Axis Bank,868.5499878,873.7999878,857.7000122,863.75,863.0839844,212081,21-04-2023
Axis Bank,866.0499878,884.5999756,860.6500244,882.4500122,881.7695313,219941,24-04-2023
Axis Bank,887.3499756,895.5499878,874.4500122,878.3499756,877.6726685,253979,25-04-2023
Axis Bank,878,889.5,875,887.7999878,887.1154175,273423,26-04-2023
Axis Bank,886.5999756,889.7999878,877.5999756,881.0499878,880.3706055,168190,27-04-2023
Axis Bank,882.0999756,889.1500244,853.75,860,859.336853,340503,28-04-2023
Axis Bank,868,876,864.3499756,870.5499878,869.8787231,349502,02-05-2023
Axis Bank,862.3499756,866.5,854.0999756,859.9000244,859.2369385,181497,03-05-2023
Axis Bank,861.4500122,867,857.0499878,865.75,865.0823975,330020,04-05-2023
Axis Bank,863.5499878,885,863,864.9500122,864.28302,208016,05-05-2023
Axis Bank,867.9500122,881,865.25,878.75,878.0723877,198836,08-05-2023
Axis Bank,883,889.9500122,880,888.2999878,887.6149902,197246,09-05-2023
Axis Bank,891,892.25,877.3499756,890.0499878,889.3636475,211261,10-05-2023
Axis Bank,891,899.8499756,889.0499878,895.6500244,894.9594116,172712,11-05-2023
Axis Bank,896.0499878,913.4500122,894.2000122,910.7999878,910.0976563,137280,12-05-2023
Axis Bank,913.7999878,919.4500122,909.0999756,915.2999878,914.5941772,207207,15-05-2023
Axis Bank,917,922.2000122,911.9500122,917.75,917.0422974,64078,16-05-2023
Axis Bank,915.0499878,918.5499878,911.4500122,915,914.2944336,150441,17-05-2023
Axis Bank,919.5999756,927,909.4500122,924.5,923.7871094,59285,19-05-2023
Axis Bank,917.5999756,928.1500244,915,917.5,916.7924805,95385,22-05-2023
Axis Bank,916.5,922.4000244,912.4000244,915.0999756,914.3943481,57922,23-05-2023
Axis Bank,912,921.0499878,909.5499878,918.9500122,918.241394,48504,24-05-2023
Axis Bank,915.5499878,923.4000244,912.5999756,921,920.2897949,75042,25-05-2023
Axis Bank,917.25,927.7999878,915.0999756,926.9500122,926.2352295,64779,26-05-2023
Axis Bank,932,939,928.2000122,937.5999756,936.8770142,65529,30-05-2023
Axis Bank,933.75,939.25,910.4500122,914.7000122,913.9946899,185244,31-05-2023
Axis Bank,920.0499878,930.7999878,916.25,919.5,918.7909546,104298,01-06-2023
Axis Bank,920.0499878,930.5499878,920.0499878,926,925.2859497,75788,02-06-2023
Axis Bank,926,953.7999878,926,950.7999878,950.0668335,183162,05-06-2023
Axis Bank,950.2000122,970.5,950.2000122,968.9000244,968.1528931,122256,06-06-2023
Axis Bank,972,981.25,968.0999756,976.4000244,975.6470947,240402,07-06-2023
Axis Bank,972,973.2999878,960.2999878,962.4500122,961.7078857,81839,08-06-2023
Axis Bank,965.6500244,981.7000122,963.2000122,974.4500122,973.6986084,146889,09-06-2023
Axis Bank,974.4500122,977.9500122,968.8499756,974.25,973.4987793,109289,12-06-2023
Axis Bank,973.4500122,989.5,973.4500122,986.4000244,985.6394043,200933,13-06-2023
Axis Bank,986.4000244,988.2999878,976,977.75,976.9960327,563246,14-06-2023
Axis Bank,985,988.1500244,972,977.25,976.49646,169142,15-06-2023
Axis Bank,982,985.2000122,977.5,980.9000244,980.1436768,108837,16-06-2023
Axis Bank,982.25,986,961.2000122,965.75,965.0053101,78563,19-06-2023
Axis Bank,965.7999878,976.8499756,958.75,974.4500122,973.6986084,103103,20-06-2023
Axis Bank,977,977.25,963.25,965.8499756,965.1052246,60653,21-06-2023
Axis Bank,963.7000122,973,958.7999878,965.0499878,964.3058472,87033,22-06-2023
Axis Bank,961,965.5999756,955,958.2999878,957.5610352,103880,23-06-2023
Axis Bank,957.0499878,963.4500122,953.0999756,959.7999878,959.0598755,69877,26-06-2023
Axis Bank,966.0499878,975.7000122,961,973.4500122,972.6994019,75306,27-06-2023
Axis Bank,976.0499878,984,967.0499878,978.2999878,977.5455933,237347,28-06-2023
Axis Bank,974.9500122,989.9000244,974.9500122,987.7999878,987.038269,196362,30-06-2023
Axis Bank,979.9500122,989.2000122,971.9500122,978.7000122,977.9453125,461623,07-07-2023
Axis Bank,977.3499756,985.75,960.4500122,964.0999756,963.3565674,113846,10-07-2023
Axis Bank,961.7000122,966.5,948,957.75,957.0114746,183331,14-07-2023
Axis Bank,958.5499878,968.4000244,950.5,965.2000122,964.4557495,106260,17-07-2023
Axis Bank,963.0999756,969.7000122,956.7999878,964.0499878,963.3065796,98099,19-07-2023
Axis Bank,961.7000122,979.7999878,958,977.9000244,977.1459351,84049,20-07-2023
Axis Bank,970.5999756,985,967.5499878,971.4000244,970.651001,598837,21-07-2023
Axis Bank,973.4000244,984.7999878,968.7000122,971.5499878,970.8008423,179422,24-07-2023
Axis Bank,965,979.8499756,963,976.8499756,976.0967407,159434,26-07-2023
Axis Bank,959.75,969,942.0999756,950,949.2674561,563229,28-07-2023
Axis Bank,942.0499878,946.7000122,927.25,936.5999756,935.8777466,148386,03-08-2023
Axis Bank,943.0499878,954.75,934.7000122,952.0999756,951.3657837,462550,04-08-2023
Axis Bank,950,954.2999878,944.5,947.0999756,946.3696899,85332,07-08-2023
Axis Bank,948.0499878,959.9000244,944.75,952.5999756,951.8654175,65696,08-08-2023
Axis Bank,950.0499878,953.2999878,944.5,950.2999878,949.5671997,104076,09-08-2023
Axis Bank,949,951.5999756,937.7999878,939.6500244,938.9254761,108689,10-08-2023
Axis Bank,938.75,945.4500122,933,936.8499756,936.1275635,74952,11-08-2023
Axis Bank,936.6500244,943.0499878,929,939.7000122,938.9754028,47219,14-08-2023
Axis Bank,936,939.8499756,931.4000244,933.4000244,932.6802979,57427,16-08-2023
Axis Bank,934.4000244,942.9000244,933,936.6500244,935.9277954,101790,17-08-2023
Axis Bank,936.4000244,945.9500122,930.7999878,942.9500122,942.2229004,945844,18-08-2023
Axis Bank,945.9500122,954.25,944,952.5,951.7655029,100672,21-08-2023
Axis Bank,953,959.0499878,948.9500122,957.4500122,956.711731,129712,22-08-2023
Axis Bank,960.5999756,980.2999878,958.0499878,978.7999878,978.0452271,486504,23-08-2023
Axis Bank,983.7000122,994.5499878,979.25,981.6500244,980.8930664,142356,24-08-2023
Axis Bank,976.9500122,988,971,983.1500244,982.3919067,807319,25-08-2023
Axis Bank,983,992,921,989.7999878,989.0367432,114957,28-08-2023
Axis Bank,991,991,977.5,980.2999878,979.5440674,58309,29-08-2023
Axis Bank,981.0999756,997.8499756,979.7000122,982.5499878,981.7923584,309413,30-08-2023
Axis Bank,982.9000244,994.9500122,969.0499878,974,973.2489624,411828,31-08-2023
Axis Bank,974,993,968.75,991.3499756,990.5855103,669157,01-09-2023
Axis Bank,992.5999756,994.5999756,979.8499756,982.0999756,981.3426514,121713,04-09-2023
Axis Bank,986.4000244,986.4000244,978,981.5,980.7431641,81255,05-09-2023
Axis Bank,981.9500122,983.0499878,962.0999756,965.25,964.5056763,135481,06-09-2023
Axis Bank,963.2000122,979.25,963.2000122,978.0499878,977.2958374,122390,07-09-2023
Axis Bank,978.25,987.25,972.7000122,980.6500244,979.8938599,374268,08-09-2023
Axis Bank,985,1003.849976,979.5,1000.200012,999.428772,260672,11-09-2023
Axis Bank,1005.049988,1009.950012,998,999.5999756,998.8291626,200929,12-09-2023
Axis Bank,1000.549988,1017.5,993.9000244,1015.200012,1014.417175,153917,13-09-2023
Axis Bank,1015.200012,1022.099976,1009.049988,1020.700012,1019.912964,161072,14-09-2023
Axis Bank,1021,1031.400024,1014.400024,1026.800049,1026.008301,120200,15-09-2023
Axis Bank,1023.950012,1029.800049,1019,1025,1024.209595,55521,18-09-2023
Axis Bank,1014.849976,1047.449951,1012.799988,1027.25,1026.457886,195276,20-09-2023
Axis Bank,1026.150024,1033.400024,1012.150024,1014.950012,1014.167358,74033,21-09-2023
Axis Bank,1010.049988,1027,1008.349976,1018.200012,1017.414856,136447,22-09-2023
Axis Bank,1012.049988,1025.900024,1005.299988,1019,1018.214233,66821,25-09-2023
Axis Bank,1017.25,1020,1011,1014.099976,1013.317993,37786,26-09-2023
Axis Bank,1015.799988,1027.849976,1004.5,1025.099976,1024.30957,45664,27-09-2023
Axis Bank,1027.75,1037.550049,1025.199951,1031.25,1030.454834,80271,28-09-2023
Axis Bank,1031.949951,1040.300049,1024.550049,1036.75,1035.950562,196123,29-09-2023
Axis Bank,1035.949951,1044.400024,1032.5,1040,1039.197998,90950,03-10-2023
Axis Bank,1036.949951,1036.949951,988.2999878,994.4000244,993.6332397,924053,04-10-2023
Axis Bank,998.2999878,1008.900024,988.8499756,1003.599976,1002.826111,92141,05-10-2023
Axis Bank,1006.950012,1007.849976,999.0999756,1000.950012,1000.178162,308264,06-10-2023
Axis Bank,991.2999878,999.5,988.4000244,996.1500244,995.381897,84698,09-10-2023
Axis Bank,996.25,1014.700012,996.25,1012.400024,1011.619385,116573,10-10-2023
Axis Bank,1018,1025.599976,1012.099976,1019.299988,1018.513977,1129530,11-10-2023
Axis Bank,1019.299988,1030.900024,1015.5,1017.650024,1016.865295,123910,12-10-2023
Axis Bank,1010.549988,1011.200012,992,993.9500122,993.1835938,363760,13-10-2023
Axis Bank,991.9500122,1009.299988,991.0499878,1005.200012,1004.424927,96841,16-10-2023
Axis Bank,1006.549988,1014.5,1003.5,1008.349976,1007.572449,132113,17-10-2023
Axis Bank,1010.700012,1014,989.3499756,992.9500122,992.1843262,121694,18-10-2023
Axis Bank,979.4000244,998.9000244,979.3499756,990.9500122,990.1859131,523969,19-10-2023
Axis Bank,990.0499878,992.9500122,977.9500122,980.2999878,979.5440674,349581,20-10-2023
Axis Bank,980,985,961.25,963.4500122,962.7070923,67637,23-10-2023
Axis Bank,963.4500122,974,951.5499878,955.3499756,954.6132813,90908,25-10-2023
Axis Bank,959.8499756,975,953.2999878,971.9500122,971.2005615,495732,26-10-2023
Axis Bank,981.6500244,1004.5,973.3499756,1001.75,1000.977539,416478,27-10-2023
Axis Bank,1001.75,1002.150024,979.5,988.6500244,987.8876953,174765,30-10-2023
Axis Bank,996.75,996.75,978.2000122,981.9000244,981.1428833,56492,31-10-2023
Axis Bank,979.8499756,979.8499756,968,971.4500122,970.7009277,100924,01-11-2023
Axis Bank,978.7999878,988.0499878,974.5999756,982.3499756,981.5924683,73082,02-11-2023
Axis Bank,986.0499878,991.8499756,982,988.8499756,988.0874634,352310,03-11-2023
Axis Bank,990.5999756,1015.900024,990.5999756,1009.299988,1008.521729,210920,06-11-2023
Axis Bank,1009.25,1022,1005.5,1021.099976,1020.312622,93980,07-11-2023
Axis Bank,1022.599976,1026.349976,1015.700012,1020.700012,1019.912964,124494,08-11-2023
Axis Bank,1021.700012,1028.5,1016.849976,1022,1021.211914,60328,09-11-2023
Axis Bank,1015.25,1031.400024,1015.25,1028.849976,1028.056641,261291,10-11-2023
Axis Bank,1039.150024,1039.150024,1023.549988,1025.199951,1024.409424,374562,13-11-2023
Axis Bank,1045,1045,1032.650024,1041.300049,1040.49707,56501,15-11-2023
Axis Bank,1035.050049,1043.849976,1022.349976,1025.599976,1024.809082,207416,16-11-2023
Axis Bank,1017.400024,1020.450012,991.5,994.5,993.7331543,370764,17-11-2023
Axis Bank,984.7999878,994.6500244,981.4000244,988.5499878,987.7877197,220853,20-11-2023
Axis Bank,988.75,997.0499878,986.5999756,991.7000122,990.9353027,57939,21-11-2023
Axis Bank,991.6500244,999.8499756,988,998.2000122,997.4302979,66264,22-11-2023
Axis Bank,998.25,1003.450012,995.5,999.0499878,998.2796021,135924,23-11-2023
Axis Bank,1001,1010.5,999.7999878,1008.150024,1007.37262,542654,24-11-2023
Axis Bank,1010.349976,1021.799988,1009.450012,1020.400024,1019.613159,51920,28-11-2023
Axis Bank,1022.049988,1063.800049,1020.799988,1060.400024,1059.582397,141427,29-11-2023
Axis Bank,1061.050049,1080.849976,1055.349976,1074.650024,1073.821411,328633,30-11-2023
Axis Bank,1071.400024,1108.699951,1070.300049,1103.800049,1102.948853,812567,01-12-2023
Axis Bank,1116.050049,1128.849976,1099.050049,1126.199951,1125.331543,634389,04-12-2023
Axis Bank,1130.050049,1151.5,1127.050049,1132.099976,1131.227051,409075,05-12-2023
Axis Bank,1133.150024,1145.349976,1118.199951,1120.199951,1119.336182,91498,06-12-2023
Axis Bank,1119.949951,1129,1108.650024,1118,1117.137939,87102,07-12-2023
Axis Bank,1117.949951,1134.150024,1111.550049,1131.099976,1130.227783,569726,08-12-2023
Axis Bank,1130.900024,1138.75,1114,1116.849976,1115.98877,519169,11-12-2023
Axis Bank,1121.150024,1133.75,1109.099976,1131.099976,1130.227783,136774,12-12-2023
Axis Bank,1144.050049,1150,1111.5,1115.050049,1114.190186,236339,13-12-2023
Axis Bank,1130,1138.199951,1118.099976,1120.25,1119.386108,99217,14-12-2023
Axis Bank,1123.949951,1127.550049,1109,1120.5,1119.635986,385480,15-12-2023
Axis Bank,1120,1120,1107.400024,1111.849976,1110.992676,776860,18-12-2023
Axis Bank,1121.550049,1126.699951,1114.099976,1119.300049,1118.43689,158549,19-12-2023
Axis Bank,1122.650024,1123.949951,1103.800049,1110.300049,1109.443848,89106,20-12-2023
Axis Bank,1102.800049,1102.800049,1077.300049,1095.400024,1094.555298,307076,21-12-2023
Axis Bank,1097.949951,1106,1085.900024,1087.849976,1087.011108,596279,22-12-2023
Axis Bank,1089.050049,1100.699951,1086.300049,1094.25,1093.40625,65368,26-12-2023
Axis Bank,1093.949951,1110,1090,1106.550049,1105.696777,106331,27-12-2023
Axis Bank,1109.849976,1112.5,1098.150024,1108,1107.14563,123843,28-12-2023
Axis Bank,1106.75,1106.75,1093.800049,1102.949951,1102.099487,674152,29-12-2023
Kotak Bank,1820.199951,1832.5,1817,1825.849976,1822.347656,15570,02-01-2023
Kotak Bank,1830.449951,1836.5,1820.449951,1833,1829.484009,67262,03-01-2023
Kotak Bank,1836.5,1836.5,1814.099976,1820.849976,1817.3573,23394,04-01-2023
Kotak Bank,1821,1832.949951,1806.199951,1820.599976,1817.107666,23365,05-01-2023
Kotak Bank,1822.050049,1824.5,1771,1786.900024,1783.472412,85499,06-01-2023
Kotak Bank,1801,1816,1789,1811.849976,1808.374512,43360,09-01-2023
Kotak Bank,1816.949951,1816.949951,1789.050049,1795.699951,1792.255493,23759,10-01-2023
Kotak Bank,1796,1804.550049,1784.050049,1802.349976,1798.8927,17605,11-01-2023
Kotak Bank,1804.050049,1805.150024,1772.75,1779.599976,1776.186401,35415,12-01-2023
Kotak Bank,1783.949951,1787.25,1759.050049,1779.900024,1776.48584,117758,13-01-2023
Kotak Bank,1781.050049,1798,1780.849976,1785.5,1782.075073,1261330,16-01-2023
Kotak Bank,1772.550049,1801.699951,1772.550049,1796.050049,1792.604858,38435,17-01-2023
Kotak Bank,1805.949951,1826.800049,1796.349976,1798.949951,1795.499146,140091,18-01-2023
Kotak Bank,1799.150024,1800.699951,1765,1767.900024,1764.508789,79608,19-01-2023
Kotak Bank,1771.25,1776.050049,1757.25,1763.25,1759.867798,53362,20-01-2023
Kotak Bank,1796,1799.400024,1770.550049,1783.199951,1779.779419,70414,23-01-2023
Kotak Bank,1788.099976,1789.949951,1749.849976,1759.900024,1756.52417,38072,24-01-2023
Kotak Bank,1752,1759.699951,1733.5,1749.550049,1746.194092,653478,25-01-2023
Kotak Bank,1750.849976,1752.050049,1703.75,1714,1710.712158,107804,27-01-2023
Kotak Bank,1705.050049,1730.949951,1684.949951,1726.25,1722.938721,202937,30-01-2023
Kotak Bank,1730,1738.25,1713.050049,1730.25,1726.93103,111673,31-01-2023
Kotak Bank,1746.699951,1783.449951,1720.400024,1745.949951,1742.60083,38745,01-02-2023
Kotak Bank,1725,1767.349976,1724.949951,1762.400024,1759.019409,50020,02-02-2023
Kotak Bank,1763.050049,1783.150024,1746.400024,1780.5,1777.084595,53516,03-02-2023
Kotak Bank,1780.349976,1780.349976,1740.449951,1747.150024,1743.798706,45822,06-02-2023
Kotak Bank,1748.050049,1780,1747.949951,1774.849976,1771.445435,54706,07-02-2023
Kotak Bank,1775.050049,1779.300049,1762.800049,1764.699951,1761.314941,13022,08-02-2023
Kotak Bank,1762,1774.900024,1748.75,1770.5,1767.103882,15767,09-02-2023
Kotak Bank,1770,1778,1764.800049,1771.550049,1768.151855,12297,10-02-2023
Kotak Bank,1771.550049,1784,1761.650024,1773.199951,1769.798706,22487,13-02-2023
Kotak Bank,1770,1776,1764.75,1769.050049,1765.656738,37330,14-02-2023
Kotak Bank,1796.949951,1796.949951,1760.050049,1785.050049,1781.625977,28526,15-02-2023
Kotak Bank,1803.949951,1803.949951,1783.5,1788.449951,1785.019409,21572,16-02-2023
Kotak Bank,1785.949951,1790.800049,1751.150024,1759.5,1756.125,250454,17-02-2023
Kotak Bank,1762.400024,1766.599976,1730,1737.25,1733.917603,43574,20-02-2023
Kotak Bank,1737.300049,1744.349976,1725.5,1728.5,1725.184448,50561,21-02-2023
Kotak Bank,1728.400024,1728.400024,1698.400024,1700.650024,1697.387817,23623,22-02-2023
Kotak Bank,1710,1713.949951,1688.050049,1707.050049,1703.775635,37672,23-02-2023
Kotak Bank,1709,1723.5,1694.699951,1697.300049,1694.044312,14923,24-02-2023
Kotak Bank,1698.800049,1729.699951,1689.699951,1725.949951,1722.639282,67412,27-02-2023
Kotak Bank,1729.449951,1741.199951,1721.849976,1729,1725.683472,35167,28-02-2023
Kotak Bank,1735.449951,1750,1725.800049,1744.550049,1741.203735,27508,01-03-2023
Kotak Bank,1744.550049,1745.849976,1717.050049,1722.199951,1718.896484,35564,02-03-2023
Kotak Bank,1726.050049,1756.949951,1719.099976,1750.800049,1747.44165,67868,03-03-2023
Kotak Bank,1750.849976,1764.449951,1743,1751.199951,1747.84082,85333,06-03-2023
Kotak Bank,1727,1743.800049,1727,1739.900024,1736.562622,122081,08-03-2023
Kotak Bank,1744,1744,1714.099976,1717.849976,1714.55481,158742,09-03-2023
Kotak Bank,1705,1712.75,1692.75,1698.949951,1695.69104,131960,10-03-2023
Kotak Bank,1698.949951,1722.300049,1667.199951,1674.400024,1671.188232,87613,13-03-2023
Kotak Bank,1666.150024,1677.300049,1644.199951,1647.599976,1644.439453,137835,14-03-2023
Kotak Bank,1662,1687.650024,1662,1666.099976,1662.904053,36482,15-03-2023
Kotak Bank,1661.050049,1679,1648,1664,1660.808105,56538,16-03-2023
Kotak Bank,1676.050049,1702,1671.550049,1691.199951,1687.955933,67233,17-03-2023
Kotak Bank,1670.050049,1702.650024,1670.050049,1699.449951,1696.190063,42974,20-03-2023
Kotak Bank,1709.800049,1711.150024,1692.199951,1707.400024,1704.125,18831,21-03-2023
Kotak Bank,1707.400024,1711.650024,1692.150024,1704.599976,1701.330322,38521,22-03-2023
Kotak Bank,1704,1704,1676.400024,1679.150024,1675.929077,28615,23-03-2023
Kotak Bank,1675,1708.25,1675,1691.550049,1688.305298,93064,24-03-2023
Kotak Bank,1696.25,1712.800049,1694,1705,1701.729492,27780,27-03-2023
Kotak Bank,1705,1709.849976,1685.550049,1698.449951,1695.192017,19713,28-03-2023
Kotak Bank,1698.449951,1727.199951,1694.800049,1720.849976,1717.549072,25171,29-03-2023
Kotak Bank,1720.900024,1740.199951,1720.900024,1733.5,1730.174805,46489,31-03-2023
Kotak Bank,1739.949951,1752,1734.050049,1745.449951,1742.101807,35350,03-04-2023
Kotak Bank,1745.449951,1759.800049,1740.150024,1752.199951,1748.838867,30506,05-04-2023
Kotak Bank,1758,1761.349976,1739.099976,1757.300049,1753.929199,35499,06-04-2023
Kotak Bank,1751.050049,1767.5,1749.449951,1758.949951,1755.57605,23864,10-04-2023
Kotak Bank,1832,1850.400024,1825.5,1847.599976,1844.05603,177387,11-04-2023
Kotak Bank,1840.050049,1851,1830.650024,1843.900024,1840.363037,105716,12-04-2023
Kotak Bank,1836.050049,1874,1832.599976,1869.949951,1866.363037,35045,13-04-2023
Kotak Bank,1872.699951,1913.449951,1825.75,1894.449951,1890.81604,158758,17-04-2023
Kotak Bank,1900,1905,1885.400024,1888,1884.37854,75451,18-04-2023
Kotak Bank,1896.599976,1896.599976,1876.050049,1884.099976,1880.485962,13922,19-04-2023
Kotak Bank,1880.949951,1902.550049,1880.949951,1884.050049,1880.436035,29958,20-04-2023
Kotak Bank,1876.050049,1904.25,1876.050049,1893.650024,1890.017578,33716,21-04-2023
Kotak Bank,1890,1902.050049,1878.300049,1897,1893.361206,44634,24-04-2023
Kotak Bank,1913.900024,1913.900024,1877.199951,1888.5,1884.877441,44093,25-04-2023
Kotak Bank,1870.050049,1893.550049,1863.900024,1878.449951,1874.846802,33921,26-04-2023
Kotak Bank,1882,1913.449951,1878.699951,1909.449951,1905.787231,46545,27-04-2023
Kotak Bank,1906,1943.400024,1896.050049,1937.699951,1933.983154,103973,28-04-2023
Kotak Bank,1928,1936.75,1901.199951,1920.5,1916.816162,93106,02-05-2023
Kotak Bank,1921.050049,1933.599976,1914,1930.800049,1927.096436,27297,03-05-2023
Kotak Bank,1935.050049,1950.949951,1922.199951,1946.849976,1943.115479,30632,04-05-2023
Kotak Bank,1946.050049,1973.75,1916.5,1928.349976,1924.651123,58410,05-05-2023
Kotak Bank,1930,1968,1922.300049,1960.5,1956.73938,66044,08-05-2023
Kotak Bank,1966.349976,1969.949951,1947.150024,1953.5,1949.752808,87165,09-05-2023
Kotak Bank,1955.150024,1962.5,1932.550049,1959.949951,1956.19043,32728,10-05-2023
Kotak Bank,1976,1976,1952.75,1958.050049,1954.294189,121108,11-05-2023
